Text_arabic,Text_english,Label
وافق WARS FARGO على التعديل وسمح لي بإجراء دفعات فترة تجريبية ولكن رفض رفض إرسال مستندات التعديل إلي للتوقيع. اتهمني أيضا للتفتيش على التعديل. شركة القانون المستأجر أيضا للتعويق. قدمت الحركة للتوسط من خلال XXXX XXXX FLORIDA.,WELLS FARGO APPROVED MODIFICATION AND ALLOWED ME TO MAKE TRIAL PERIOD PAYMENTS BUT THAN REFUSED TO SEND ME MODIFICATION DOCUMENTS TO SIGN. ALSO CHARGED ME FOR INSPECTION FOR MODIFICATION. ALSO HIRED LAW FIRM FOR FORECLOSURE. I FILED MOTION FOR MEDIATION THRU XXXX XXXX FLORIDA.,Complaint
هذا احتيال. لقد طلبت التحقق والأوقات المتعددة والمتنازع عليها. يرجى النظر إليه ومشاهدته ليس لي وإزالته,THIS IS FRAUD. I HAVE REQUESTED VERIFICATION AND PROOF AND DISPUTED MULTIPLE TIMES. PLEASE LOOK INTO AND SEE IT IS NOT MINE AND REMOVE,Complaint
يحاول Blitter و Gaines جمع الديون المتنازع عليها التي وصلت إلى قانون التقادم ومحاولة تحصيل الديون المتنازع عليها من ولايتي.,Blitter and Gaines are trying to collect on a disputed debt that has reached the statute of limitation and trying to collect on this disputed debt from out of my state.,Complaint
تم تحصيل مبلغ $ 810.00} بشكل احتيالي من تأشيرة XXXX XXXX المدفوعة مسبقًا. لن يعطوني ائتمانًا مؤقتًا. أنا أم عزباء بميزانية محدودة.,{$810.00} was fraudulently charged on my XXXX XXXX prepaid visa. They will not give me a provisional credit. I 'm a single mom on a tight budget.,Complaint
تم بيع خدمة Cavalry Portfolio Services من XXXX في XXXX XXXX ، 2012. وكان المبلغ الأصلي للقرض من XXXX هو $ 6000.00}. تحاول شركة Cavalry Portfolio Services جمع مبلغ {35000.00}} على رصيد القرض الأصلي الذي يبلغ {6000.00}.,"Cavalry Portfolio Services was sold loan from XXXX on XXXX XXXX, 2012. The original amount of the loan from XXXX was {$6000.00}. Cavalry Portfolio Services is attempting to collect {$35000.00} on the original loan balance of {$6000.00}.",Complaint
هناك شخص بالاسم XXXX XXXX يظهر ويؤثر على درجة الائتمان الخاصة بي ..,There is someone by the name XXXX XXXX showing up and affecting my credit score..,Complaint
لقد اتصلت بـ تعقب الائتمان XXXX للاعتراض على الأمر! تلقيت رسالة في البريد تقول أنهم اتصلوا ببائع المفروشات. لقد كان بالفعل 3 أشهر ولم يتم اتخاذ أي إجراء.,I have contacted XXXX credit tracker to dispute the matter! i got a letter in the mail that said they had contacted the furnish vendor. its has already been 3 months and no action has taken place.,Complaint
عند مراجعة تقرير الائتمان الخاص بي لاحظت عناوين XXXX التي لست على دراية بها ولا أقوم بها على الإطلاق. أيضا لم يتم تحديث تاريخ عملي لعدة سنوات. لقد عملت بربح مع XXXX XXXX XXXX. XXXX منذ XXXX من 2008.,Upon reviewing my credit report I noticed XXXX addresses that I am not familiar with nor ever resided. Also my employment history has not been updated for several years. I have been gainfully employed with XXXX XXXX XXXX. XXXX since XXXX of 2008.,Complaint
انتهاك الفشل أو رفض التحقق من صحة العناصر المتنازع عليها خلال XXXX أيام,Violation of failing or refusing to validate disputed items within XXXX days,Complaint
لم أكن أملك المال في ذلك الوقت ، لكني أفعل ذلك الآن وأرغب في حل هذا الدين,"I did not have the money at the time, but do now and would like to resolve this debt",Complaint
هذا الدائن عدواني للغاية في ممارسة تحصيله ، فهو يضايقني ليس فقط في العمل ولكن على هاتفي الخلوي أيضًا. أحاول العمل معهم في شيء ما لكنهم يعاملونني مثل الكلب. هل يمكنك مساعدتي في هذا رجاء.,This creditor is extremely aggressive in their collection practice they are harassing me not only at work but on my cell phone as well. I 'm trying to work somthing out with them but they are treating me like a dog. Can you please help me with this.,Complaint
لا أعتقد أن Navient يستهلك الدفعات بشكل صحيح. لقد دفعت منذ أكثر من عامين وانخفض رصيدي الأساسي حوالي {1100.00} دولارًا أمريكيًا وأدفع {50.00 دولارًا أمريكيًا شهريًا إضافيًا,I do not believe Navient is amortizing the payments correctly. I 've been paying for over 2 years and my principal balance has only gone down about {$1100.00} and I pay {$50.00} per month extra,Complaint
يواصل بنك M @ T الإبلاغ عن السداد المتأخر الذي تلقيته في عام 2009 والقرض سداد قبل 4 سنوات!,M @ T bank keeps reporting late payment I had in 2009 and the loan is pay off 4 year ago!,Complaint
لقد اتصلت بـ XXXX بشأن الدين ({$ 75.00}) لتسديده (حاولت 5 مرات وترك البريد الصوتي). لم يتصلوا بي أبداً للتحقق من الدين أو أي شيء. لذلك أنا أعتبر أن هذا الدين لم يعد مسؤولاً عني.,I have contacted the XXXX about the debt ( {$75.00} ) in order to pay it off ( attempted 5 times and leaving voicemail ). They never called me back to verify debt or anything. So I take it as this debt is no longer liable by me.,Complaint
لقد أرسلت العديد من الإشعارات إلى Equifax لحذف حسابات الاستعلامات غير الدقيقة التي لم يتمكنوا من التحقق منها أو التحقق منها. هذه الحسابات ليست ملكي ويجب حذفها من تقرير الائتمان الخاص بي.,I have sent Numerous notices to Equifax to delete the inaccurate Inquiries accounts they could n't verify or Validate to me. These accounts are not mine & need to be delete from my credit report.,Complaint
لقد قدمت شكوى XXXX ضد هذه الشركة ، تلقيت تقرير ائتمان اليوم المعلومات لا تزال خاطئة.,"I have filed XXXX complaints against this company, I received a credit report today the information is still wrong.",Complaint
يسعى بنك أمريكا إلى تحصيل دين محظور بموجب قانون التقادم في كاليفورنيا. لم يتم تقديم أي حكم أو دين أو كان مجلس مراجعي الحسابات ضدي.,BANK OF AMERICA seeks to collect a debt that is barred by the California Statute of Limitations. No judgment or debt has been filed or had by BOA against me.,Complaint
يتم سرد استعلام ائتماني غير مصرح به ومزور في تقرير ائتمان Experian الخاص بي من: XXXX ، XX / XX / 2017 ، ولا يخصني الاستفسار عن الائتمان. أنا ضحية لسرقة الهوية وكنت ضحية لسرقة الهوية لأكثر من 10 سنوات.,"An unauthorized and fraudulent credit inquiry is listed on my Experian credit report from : XXXX, XX/XX/2017, the credit inquiry do n't belong to me. I am a victim of identity theft and have been a victim of identity theft for over 10 years.",Complaint
تم الاتصال ببريد صوتي قائلًا إنهم سيتصلون بعملي ويسمون صاحب العمل وأيضًا سيكون لدي قضية مرفوعة ضدي.,called with voicemail saying they would contact my job and named my employeer and also that i will be having a case filed against me.,Complaint
لقد عثرت على تقرير ائتماني من هذه الشركة ولم أتلق فاتورة أو أي اتصال آخر من محصّل الديون هذا.,I found a ding on my credit report from this company and have NEVER received a bill or any other communication from this debt collector.,Complaint
equifax هو تقرير عن حقيقة أنه في XX / XX / 2016 ، على XXXX أنا لا أعيش هناك,"equifax is report a acct that on XX/XX/2016, on XXXX i dont live there",Complaint
تم إرسال خطاب التحصيل إلى شركة التحصيل عبر البريد المعتمد,Collection Company was sent a Debt Validation letter via certified mail,Complaint
لقد أرسلت عدة رسائل إلى هذه الوكالة حول عدم كونها حسابي. بعد أن تلقيت النصيحة من Identityth.gov ، أكملت وأرسلت شهادة احتيال عبر بريد معتمد. أستطيع أن أرى أنهم استلموها ولكن لم يتغير شيء. انظر الوثائق الداعمة. حتى تتبع USPS.,I 've sent multiple letters to this agency about this not being my account. After being advised by identitytheft.gov I 've completed and sent a fraud affidavit via certified mail. I can see they received it but nothing has changed. See supporting documents. even the USPS tracking.,Complaint
شكرا لك يا XXXX,"Thank you, XXXX",Complaint
لقد سحبت مؤخرًا تقرير الائتمان الخاص بي واكتشفت أن هذه الشركة أفادت بأنني مدين لهم. لم أتلق قط رسالة منهم تشير إلى أنهم مدينون لهم ، وبالتالي لم يكن لدي الحق في التحقق بموجب التمثال 809 (أ) من FDCPA.,"I recently pulled my credit report and discovered that this company has reported that I owe them a debt. I never received a letter from them indicating that owed them, therefore I was not afforded my right to validation under statue 809 ( a ) of the FDCPA.",Complaint
تلقيت بيانًا كاذبًا يفيد بأن زوجي المتوفى مؤخرًا يستحق دينًا لطرف ثالث. زوجي لا يدين لأحد بأي شيء.,I received a false statement saying that my recently deceased Husband owed a third party some debt. My husband owed no one anything.,Complaint
قيل لي أنه يمكن محوها ودمجها لكنهم استمروا في وضعها في الصدارة وإضافة الاهتمام في كل مرة. أنا أم وحيدة بلا دخل في الوقت الحالي. لم أعمل منذ وقت طويل. لقد شرحت لهم ذلك عدة مرات وقيل لهم أنه سيتم الاعتناء بهم.,I was told that it could be wiped off and consolidated but they just kept putting it in forberance and adding interest every time. I 'm a single mom with no income at the moment. I have n't worked in a long time. I have explained this numerous times to them and was told it would get taken care of.,Complaint
فشلت Equifax (كالمعتاد) في الالتزام بالإجراءات المناسبة وقوانين الائتمان. حساب XXXX موجود في تقرير الائتمان الخاص بي ويلزم حذفه على الفور إزالة XXXX بشكل صحيح لهذا الحساب الذي يبلغ عن معلومات غير صحيحة.,Equifax has failed ( as usual ) to adhere to proper procedures and credit laws. A XXXX account is on my credit report and needs to be deleted immediately XXXX correctly removed this account that is reporting incorrect information.,Complaint
لم يتم التحقق من الديون ولا توفر العقد أو التوقيع,Debt has not been verified ca n't provide contract or signature,Complaint
أقوم بحل واجبي. من الصعب يا إلهي !!,I'm doing my homework. It's gosh darn hard!!,Miscellaneous
بالتأكيد لا عطلة بالنسبة لي ... http://plurk.com/p/mzygb,definitely no vacation for me...   http://plurk.com/p/mzygb,Miscellaneous
"مجموعة الدراسة غير العادية ""على وشك مغادرة الحرم الجامعي ... بعض الأضرار تحدد مخططًا جيدًا ، لكن النعاس حيث أن h * # @ ... ستعود في الساعة 7 صباحًا",study group extraordinare' about to leave campus...some of torts outline finished-good thing-but sleepy as h*#@...will be back@ 7am,Miscellaneous
لماذا لا يمكن أن تنخفض أسعار تذاكر الطيران؟ أو لماذا علي أن أعيش في تكساس !! لا أعرف ما إذا كنت سأكون قادراً على الوصول إلى ولاية آيوا.,"Why can't airfare go down? Or, why do I have to live in Texas!! I don't know if I'll be able to make it to Iowa.",Miscellaneous
j_stricko وجدت أنها محبطة للغاية. القرود الغبية,@j_stricko I found it pretty frustrating. stupid monkeys,Miscellaneous
lenesha لكني لست بخير يا أمي ...,"@lenesha but Im not feeling well, mommy...",Miscellaneous
lovebscott كلا ، أنا على صواب معكم!,"@lovebscott Nope, I'm Right Along Wit' You!",Miscellaneous
إذن جريمة قتل؟ مسكتك. لا أصدق ذلك,so a murder? gotcha.  Cant believe it,Miscellaneous
nbensalem أنا جالس في منزلي وأنا لا أتطلع إلى فصل واحد غدًا.,@nbensalem i'm sitting at my house and i'm sooo not looking forward to my one class tomorrow.,Miscellaneous
طلبت بعض ملابس الأمومة عبر الإنترنت ، والتي جاءت اليوم. حصلت على شيء غريب لم أطلبه ، ليس في مقاسي. والأشياء مفقودة.,"Ordered some maternity clothes online, which came today. I got something strange I didn't order, not in my size. And stuff is missing.",Miscellaneous
citizensheep,@citizensheep,Miscellaneous
@ thesage1014 أتمنى لو أستطيع! العمل فلدي بالرغم من ذلك,@thesage1014 I wish I could! Gotta work though,Miscellaneous
SeaGhostdesigns ماذا حدث لك يوم السبت؟ أنت لم تظهر ...,@SeaGhostdesigns what happened to you on Saturday? You didnt show up...,Miscellaneous
GirlsGoneChild,@GirlsGoneChild,Miscellaneous
لا يمكن أن تغفو,Can't fall asleep,Miscellaneous
أعاني من قرحة في الفم مؤلمة للغاية للحديث وتناول الطعام!,I have mouth ulcer  so painful to talk and eat!,Miscellaneous
danphelan Urgh ، كان الفيديو فقط ، وقطعوا جزء الروبوتات !!!,"@danphelan Urgh, it was just the video, and they cut the Robots part!!!",Miscellaneous
لا يستطيع كلبي أن يتحرك بعد الآن. يصلي أنه سيكون بخير,my dog can't move anymore. praying that he will be okay,Miscellaneous
Kal_Penn كنت مفضلتي إلى حد كبير ... ليس هناك سبب كبير لمشاهدته الآن,@Kal_Penn you were pretty much my fave...not much reason to watch now,Miscellaneous
ردًا علىArtistbabee انه لا يعرف حتى بشكل مطول. 5!,@Artistbabee but tht's annoying &amp;definitely not bitchy enough  he def broke like everything in me. he prolly doesn't even kno oct. 5!,Miscellaneous
mileycyrus hahaha لا تكون هكذا مرة واحدة في نيويورك عندما تحصل على 30 دقيقة من النوم ثم مرضت بحبك !!,@mileycyrus hahaha dont be like that one time in NY when you got 30 mins of sleep then got sick  love you!!,Miscellaneous
normalguyguide لا أستطيع! لدي الكثير لأتعلمه عن الحرب العالمية الأولى بحلول الغد ظهراً!,@normalguyguide I can't! I have so much to learn about WWI by tomorrow at noon!,Miscellaneous
منشور جديد! http://tinyurl.com/cexkqy,New Post!  http://tinyurl.com/cexkqy,Miscellaneous
graemearcher أنا حزين من بيع الأبرياء أيضًا!,@graemearcher I am sad about Innocent selling out too!,Miscellaneous
لن تتمكن dang من الوصول إلى أي ورش عمل تديرها اتجاهات الويب,dang won't be able to get to any workshops run by web directions,Miscellaneous
BenPritchett الخير لي ، كيف وجدت لي ؟؟ من الجيد أن نسمع منك بن! لا يزال لدي لعبة فيديو وكتاب ... أعتذر,"@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize",Miscellaneous
الفتيات اليابانية؟ إنهم يغادرون!,Jap girls ? They're leaving!,Miscellaneous
ابنتي الصغيرة المسكينة لديها طفح جلدي على ظهرها ولا تشعر بالرضا,my poor little girl has a baaaad rash on her bum and isnt feeling good,Miscellaneous
nicolerichie نعم! كان لدينا VHS. بكيت عندما مات الرجل العجوز,@nicolerichie yes! we had the VHS. i cried when the old man died,Miscellaneous
Argh ، استيقظت مبكرًا للفتيات بصوت عالٍ على العصير الطازج وكان الفيديو فقط,"Argh, got up early for Girls Aloud on Freshly Squeezed and it was just the video",Miscellaneous
#travian التكلفة الإجمالية للهجوم للمعتدي: 273،310 من الموارد قيلت وفعلت. أعتقد أنه لن يدع ذلك ينزلق.,"#travian Total cost of the atk for the aggressor: 273,310 resources all said and done. I'm guessing he's not going to let that slide.",Miscellaneous
في انتظار مكالمة كيلي.,waiting for kelly's call.,Miscellaneous
لا يوجد يوم جيد بلاه بلاه بلاه,"mhm, not having a good day  blah blah blah",Miscellaneous
octopuseatspie حصلت على أنني أستطيع حجز كتاب تشيز برجر من LOBO ، وأنت لست هنا للبحث في WIF ME,"@octopuseatspie I GOT THE I CAN HAS CHEZBURGER BOOK FROM THE LOBO, AND YOU ARE NOT HERE TO LOOK AT IT WIF ME",Miscellaneous
أحاول العمل في مهمتي الأخيرة لهذا العام ، ولكن لا يمكنني الحصول على تلك الشرارة. كل ما أريد القيام به هو الاستلقاء على العشب وقراءته.,"I'm trying to work on my last assignment of the year, but I just can't get that spark. All I want to do is lay in the grass and read.",Miscellaneous
robertfperez لاف بالطبع يوم الخميس والجمعة فقط. لدي طفلان,@robertfperez ugh of course not  Just thursday and friday..sat I have both kids,Miscellaneous
Kal_Penn OH MY GOSH. ما زلت ~ عاطفيا ~ يموت في الواقع الذي ذهب KUTNER! Arggg. كال إيلي.,@Kal_Penn OH MY GOSH. I'M STILL ~EMOTIONALLY~ DYING AT THE FACT THAT KUTNER'S GONE! Arggg.  Kal ily.,Miscellaneous
kaozdesign أعتقد أنني وجدت وجهي ... للأسف. لم تجد ما لديك بعد؟,@kaozdesign  I think I found my face...unfortunately. You didn't find yours yet?,Miscellaneous
رؤية ذلك لا ينبغي أن يجعل معدتي الوجه كما فعلت,seeing that shouldnt have made my stomach flip like it did,Miscellaneous
الصداع ... بلييث تزول,Headache... Pleeeease go away,Miscellaneous
siddharth_ind نعم أفعل. لدي تطبيق يتم تشغيله كل بضع دقائق للقيام بذلك ولكنه الإضافات. يتعارضون طوال الوقت,@siddharth_ind yeah i do. i have an application that runs every few minutes to do that but its the add-ons. they conflict all the time,Miscellaneous
التدريب الجيد جدًا مع المواهب الاستثنائية يتفوق على التدريب الاستثنائي والمواهب الجيدة جدًا. جامعة ولاية ميشيغان,Pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent. MSU,Miscellaneous
أكره أيام الثلاثاء,I hate Tuesdays,Miscellaneous
gracedent إنها & quot؛ شعر ومثل ؛ لا يمكنني التعامل معها,@gracedent it's her &quot;hair&quot; I can't deal with,Miscellaneous
أشعر أنني عالقة في شبق. انتظار الرد من المدارس يقتلني. قررت أيضًا أن تأخذ استراحة من #wow للحظة.,Feel like I'm stuck in a rut. Waiting to hear back from schools is killing me.  Also decided to take a break from #wow for awhile.,Miscellaneous
انا بحاجة الى نظارات جديدة ... الألغام هي الذراع 1,i need new glasses...mines is hangnon 1 arm,Miscellaneous
يوم أسبوع اللحم 3: يؤلم البطن كل ليلة,Meat Week Day 3: Tummy hurts every night,Miscellaneous
لماذا لا يوجد & quot؛ مزيف & quot؛ Verruca على تويتر؟ ... الآن أنا حزين.,Why isn't there a &quot;fake&quot; Verruca on Twitter?... Now i'm sad.,Miscellaneous
على الهاتف مع أفضل من الاستحمام .. الخلط لا أعرف ماذا أفعل,On the phone with the bestie than shower.. Confused I don't know what to do,Miscellaneous
@ Sirrah21 أوو فرو فرو ، هذا الوقت متأخر جداً بالنسبة لك,"@Sirrah21 Aww poor froofroo, this is way too late for you",Miscellaneous
افتقد 808 فام بلدي,i miss my 808 fam,Miscellaneous
ردًا علىOfficialPRofOZ,@OfficialPRofOZ she sed puerto rican,Miscellaneous
ردًا علىJoeFernandezklout,@JoeFernandez @klout your not thinking of selling are you?,Miscellaneous
simX نعم. أنا دائما أبطئ في النهاية أيضا ، خذ هذا! انا فزت.,"@simX Yeah. I always slow down at the end  ï¿½ï¿½also, take that! I win.",Miscellaneous
pornstartweet أريد أن أذهب ، لكني أبلغ من العمر 20 فقط !!!!,"@pornstartweet i wanna go, but I am only 20!!!!",Miscellaneous
LoveMeagan كيف أقوم بقص مقتطف هون؟ .. ما هذا؟,@LoveMeagan how i mss the snippet hun?..wts it of may i ask?..i wanna hear,Miscellaneous
أنا أعلم! الحب الكبير والدم الحقيقي وحالات تارا المتحدة لها فترات انتظار طويلة بين الفصول!,"I know! Big love, true blood and united states of tara have too long of waits between seasons!",Miscellaneous
sensesdestroyer أريد الذهاب إلى حمل الله,@sensesdestroyer I wanna go to lamb of god,Miscellaneous
أمر محزن أنها فقدت الفرقة ذراع HN ... اختفت للتو,is sad she has lost her HN arm band...it just disappeared,Miscellaneous
ضبط المنبه على الاستيقاظ ... أردت التحدث إلى أختي في إفريقيا على Skype - أفتقدها كثيرًا,set my alarm to wake up... wanted to speak to my sis in Africa on Skype - I miss her sooo much,Miscellaneous
اللعنة! جرو لديه القراد,awh damn! my puppy has ticks,Miscellaneous
_saffron لماذا لا؟ : [,@_saffron  Why not? :[,Miscellaneous
لماذا أستمر في البحث ... أعلم أن ما قرأته سيؤلمني لكنني ما زلت أنظر! أعتقد أنها مجرد شيء فتاة & أمبير ؛ احتاج ان اتغلب عليه,Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing &amp; I need to get over him.,Miscellaneous
بحاجة إلى العناق / التحاضن ...,needs hugs/snuggles...,Miscellaneous
@ Health4Uandsites شاهدت واحدة مغطاة بـ GSD ، ولم أستطع التوقف عن البكاء. أنا فقط صرخ وحيرة,"@Health4UandPets saw the one with a GSD covered in them, and I could not stop crying. I just bawled and bawled",Miscellaneous
راشيل وجيسي ص جعلني أتدرب بفضلك أيها الشاب,Rachel and jessy r making me work out  thanks you guy,Miscellaneous
أتمنى أن يكون لدي المزيد من الوقت,I'm wishing I had more time,Miscellaneous
mycaricature الشيء الوحيد الذي أذهلني حقًا هو عندما قال أن بابز كانت أمًا سيئة.,@mycaricature The only bit that got me really was when he said Babs was a bad mum  I'm sure that hurts her even though she's laughing.,Miscellaneous
لا أريد الذهاب إلى المدرسة غدًا.,I am not wanting to go to school tomorrow.,Miscellaneous
استخدم المصطلح & quot؛ Fail Whale & quot؛ لعميل على أرض الملعب الليلة الماضية. من عدم فهمهم على تويتر ، يتم إجراء تويتر بشكل أقل بكثير في المؤسسة,Used the term &quot;Fail Whale&quot; to a client on a pitch last night. From their incomprehension corp twitter is being done much lower in the org,Miscellaneous
@ rootbeerfloats8 هل تكره بيلي الآن ؟!,@rootbeerfloats8 You hate Billy now?!,Miscellaneous
في يوم عمل لمدة يومين .. بسرعة إلى يوم الخميس من فضلك,On a 2-day work-week..fast-forward to Thursday please,Miscellaneous
snaprebelx omg أنا أحب هذا العرض. سأكون غاضب جدا. أشعر بألمك أنا آسف لأنهم أفسدوه لك,@snaprebelx omg i love that show. i would be so mad. i feel ur pain im sorry they spoiled it for u,Miscellaneous
هل من الممكن الموت من السعال؟ انها تمتص كونها مريضة,Is it possible to die from coughing? It SUCKS being ill,Miscellaneous
لا أستطيع أن أصدق أنني يجب أن أذهب إلى بارنز للعمل اليوم .... بدلاً من المشي لمدة 5 دقائق إلى سانت جونز وود,cant believe i have to go all the way to Barnes for work today....instead of a 5minute walk to St Johns Wood,Miscellaneous
pulieseow hahahahahah يمكنني بسهولة صنع ميلو الجليد ولكن ليس فقط نفسه,@paulieseow hahahahahah i can easily make ice milo but its just not the same,Miscellaneous
لماذا يجب أن يكون كل من أعز أصدقائي غزرًا في نفس الوقت؟ هل يمكنك على الأقل أن تتناوب في إيذاء مشاعري؟ الهزات .. النوم 2.,why do both of my best friends have to be shitty simultaneously?  Can u at least take turns hurting my feelings? jerks..    going 2 sleep.,Miscellaneous
#art يتراجع ...,My #art is regressing...,Miscellaneous
onlysweeter لا أعرف الرقص.,@onlysweeter I don't know the dance.,Miscellaneous
laurwee_boo im ok أعتقد أنه كان يوم صعب,@laurwee_boo im ok I guess had a hard day,Miscellaneous
Jade تبحث عن منزل جديد ... http://apps.facebook.com/dogbook/profile/view/4744827,Jade is looking for a new home...  http://apps.facebook.com/dogbook/profile/view/4744827,Miscellaneous
لعنة! فاتني 11:11,damnnn! i missed 11:11,Miscellaneous
sarahprout tweetfinder تكرهني وكنت أواجه مشكلة مع الخلفية على تويتر ، ما رأيك؟,"@sarahprout tweetfinder hates me  and I was having trouble with background on twitter,what do you think?",Miscellaneous
@ Twilighter4Life لول يه يكون سوء دراسة يوني غبي. فقط أسبوعين إضافيين وأنا في عطلة! ياي! بالإضافة إلى عيد ميلادي woot الأسبوع المقبل,@Twilighter4Life lol yeh ill be studying  stupid uni. only 2 more weeks and im on holidays! YAY! plus my birthday next week woot,Miscellaneous
transbay & quot؛ جلسة الاستماع إلى مقترح ميزانية SFMTA: غدًا ، 7 أبريل الساعة 2:00 مساءً (قاعة المدينة ، غرفة 400). للأسف ، لا يمكنني الحضور. & quot؛ وأنا كذلك.,"@transbay &quot;SFMTA Budget Proposal Hearing: tomorrow, April 7 at 2:00 pm (City Hall, Room 400). Sadly, I cannot attend.&quot; Me neither.",Miscellaneous
تخشى أن GI لها لن تقرأ الملاحظات نفسها.,is afraid that her G.I. notes will not read themselves.,Miscellaneous
* تنهد * مطر ؟؟؟ لماذا قررت الظهور؟ ابتعد! لم تتم دعوتك إلى حفلة الثلاثاء (هذه ليست البداية التي كنت آملها),*Sigh* Rain??? Why did you decide to show up? Move away! You were not invited to the Tuesday-party  (this is not the start I hoped for),Miscellaneous
_secretgarden_ لم أحصل على أي من مرسلي البريد العشوائي ولا أتحقق من متابعي ، ولكن لم يكن لدي أي تغريدات مثل ذلك.,"_secretgarden_ I haven't gotten any porn spammers  I don't check my followers, but haven't had any tweets like that.",Miscellaneous
شخص ما يبيع إصدار اليابان الأول من ألبومي الأول على E Bay مقابل 25 دولارًا. اللعنة هذا؟ الكلاسيكية تستحق أكثر من ذلك!,Somebody is selling the Japan only release of my first album on E Bay for $25. Damn thats it? A classic is worth more than that!,Miscellaneous
يدمجcharleneli Disqus الآن المحادثات على العديد من المنصات. لم يسمع أبت JS- كيت,@charleneli Disqus now integrates conversations on many platforms. haven't heard abt JS-Kit,Miscellaneous
وهم يعلنون عن حقائب لويس وهمية على أنها أصيلة 100٪ على جوجل أنا غاضب!,and they advertising fake louis bags as 100% authentic on google  i'm pissed!,Miscellaneous
لا يمكن النوم قيلولة السد لولها وساخن,Can't sleep  dam naps lol... and its hot,Miscellaneous
لماذا أستمر في البحث ... أعلم أن ما قرأته سيؤلمني لكنني ما زلت أنظر! أعتقد أنها مجرد شيء فتاة.,Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing.,Miscellaneous
henrygoodenoddchicken ذهبت إلى هناك منذ حوالي شهر ونصف ، كانت لا تزال مفتوحة في ذلك الوقت. تفوح جيدًا حقًا ، لكنني كنت أمرض,"@henrygooden @oddchicken I went there about a month and a half ago, was still open then. Smelt really good, but I was getting sick",Miscellaneous
جاهز للذهاب للنوم .. يوم غد,is ready to go to bed..long day tomorrow,Miscellaneous
البحث عن وظيفة ..... لمعلوماتك: وظائف ياهو الساخنة تمتص! .. أنا لن أجد وظيفة,job searching.....FYI: Yahoo HOT JOBS suck! .. im never going to find a job,Miscellaneous
لا كهرباء اليوم ، لذلك لا تغريدات.,"No electricity today, so no tweets.",Miscellaneous
big_think هل يمكن أن يخبرني Zack كيف أقوم بتعديل Bio / Profile؟ لماذا تقوم بإنشاء تسجيل دخول في موقع شركة مختلفة للحصول على إجابة من BT TechHelp؟,@big_think Can Zack tell me how to edit my Bio/Profile? Why create a login at a different co's site to get an answer from BT TechHelp?,Miscellaneous
صباحًا جميعًا ، يتضورون جوعًا ويموتون من أجل فنجان قهوة ولكن لا يمكنهم الذهاب إلى المستندات لإجراء اختبار الدم الصائم في وقت قصير,"Morning all, starving and dying for a cuppa but can't cos off to docs for fasting blood test in a little while",Miscellaneous
متعب جدا هذا الصباح - لا أعرف لماذا! بداية رائعة لليوم,Very tired this morning - no idea why! Great start to the day,Miscellaneous
صباح كل شيء ، لقد عدت من استراحة صغيرة من جهاز الكمبيوتر. نعود للعمل مرة أخرى اليوم,"Morning All, I'm back from my little break from the computer. back to work again today",Miscellaneous
في إطلاق mobilityvic.org. لا يوجد فيديو جميل كبير من PWC بالرغم من ذلك,At mobilityvic.org launch.  No grog  nice video from PWC though,Miscellaneous
لا يوجد & quot؛ متابعون & quot؛ من فضلك أخبرني عن كيفية عمل هذا ؟؟؟؟,still no &quot;followers&quot;   please some1 inform me on how this works????,Miscellaneous
يفتقده الآن. اريد حضن,misses him right now. i need a hug,Miscellaneous
حاول الاستيقاظ مبكرا اليوم ........ لم ينجح,Tried to get up earlier today........didn't work out,Miscellaneous
Omg المراجعات المراجعات المراجعات! أشعر أنني أضعت يوم جميل بشكل مثير للدهشة اليوم أقوم بعمل لا طائل من ورائه,Omg revisions revisions revisions! I feel like I wasted an amazingly beautiful day today doing pointless work,Miscellaneous
القدم خارج أوتش العمولة! الركض هذا الصباح لم يساعد ... ليس ذكيا.,Foot is out of commission  ouch! Running this morning did not help...not smart.,Miscellaneous
على وشك الاستحمام ، والذي آمل أن يوقظني أخيرًا. أوه ، ولم تسفر تجارب المركب عن شيء الليلة الماضية,"About to shower, which I hope will wake me up at last. Oh, and the synth experiments yielded nothing last night",Miscellaneous
تشعر بالملل والنعاس حقًا ... والجنون لا تجد صانع الحبل المخصص الذي لن يجعلني أشتري 1000000 كحد أدنى,is really bored and really sleepy...and mad she can't find a custom lanyard maker that wont make me buy 1000000 minimum,Miscellaneous
cmykevin يا لطيف! لكن ويليامز سونوما حصلت علي بالفعل.,@cmykevin ooh nice! but williams sonoma already got to me.,Miscellaneous
لقد استسلمت أخيرًا. الآن في مطعم ماليزي في انتظار ناسي ليماك وتيه طارق. Mereka tak faham bm ... http://twitpic.com/2y4bh,I've finally given in. Now at Malaysian restaurant waiting for nasi lemak and teh Tarik. Mereka tak faham bm...  http://twitpic.com/2y4bh,Miscellaneous
Waitin 4 مركز اختبار النظرية 2 مفتوح,Waitin 4 the theory test centre 2 open,Miscellaneous
